execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
10,xwiki,XWIKI-13288,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13288/XWIKI-13288.log,yes,7.4.3,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-13288
1,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
2,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
3,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
4,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
5,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
6,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
7,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
8,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
9,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
10,xwiki,XWIKI-14149,9.3-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.3-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14149/XWIKI-14149.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14149
1,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
2,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
3,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
4,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
5,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
6,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
7,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
8,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
9,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
10,xwiki,XWIKI-14302,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14302/XWIKI-14302.log,yes,9.4,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14302
1,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
2,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
3,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
4,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
5,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
6,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
7,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
8,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
9,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
10,xwiki,XWIKI-14556,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14556/XWIKI-14556.log,yes,9.5.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14556
1,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
2,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
3,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
4,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
5,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
6,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
7,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
8,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
9,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
10,xwiki,XWIKI-14122,9.2-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.2-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14122/XWIKI-14122.log,yes,9.2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14122
1,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
2,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
3,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
4,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
5,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
6,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
7,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
8,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
9,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
10,xwiki,XWIKI-14626,9.3.1,becnhmark/applications/XWIKI-bins/XWIKI-9.3.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14626/XWIKI-14626.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/XWIKI-14626
1,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
2,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
3,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
4,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
5,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
6,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
7,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
8,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
9,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
10,time,TIME-5b,5b,becnhmark/applications/TIME-bins/TIME-5b,time,becnhmark/crashes/TIME/TIME-5b/TIME-5b.log,yes,5f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-5b
1,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
2,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
3,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
4,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
5,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
6,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
7,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
8,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
9,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
10,time,TIME-7b,7b,becnhmark/applications/TIME-bins/TIME-7b,time,becnhmark/crashes/TIME/TIME-7b/TIME-7b.log,yes,7f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-7b
1,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
2,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
3,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
4,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
5,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
6,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
7,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
8,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
9,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
10,time,TIME-8b,8b,becnhmark/applications/TIME-bins/TIME-8b,time,becnhmark/crashes/TIME/TIME-8b/TIME-8b.log,yes,8f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.8,3,JarFiles/GGA-tests/TIME-8b
1,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
2,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
3,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
4,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
5,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
6,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
7,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
8,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
9,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
10,lang,LANG-12b,12b,becnhmark/applications/LANG-bins/LANG-12b,lang3,becnhmark/crashes/LANG/LANG-12b/LANG-12b.log,yes,12f,2,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-12b
1,lang,LANG-9b,9b,becnhmark/applications/LANG-bins/LANG-9b,lang3,becnhmark/crashes/LANG/LANG-9b/LANG-9b.log,yes,9f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-9b
2,lang,LANG-9b,9b,becnhmark/applications/LANG-bins/LANG-9b,lang3,becnhmark/crashes/LANG/LANG-9b/LANG-9b.log,yes,9f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-9b
3,lang,LANG-9b,9b,becnhmark/applications/LANG-bins/LANG-9b,lang3,becnhmark/crashes/LANG/LANG-9b/LANG-9b.log,yes,9f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,1.0,3,JarFiles/GGA-tests/LANG-9b
